n,target_tw,achieved_tw,naming,arity,alpha,determinism,seed,variant_index,num_edges,num_nodes,bn_index,query_index,query_vars,query_states,evidence,distance,num_evidence,probability,llm_probability,llm_response
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,5,"[np.str_('Q_1j5q75'), np.str_('H_ghiiqx')]","['s0', 's2']","{np.str_('Z_nedvw5'): 's1', np.str_('Q_pz05gg'): 's1'}",1,2,0.18272490194223015,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,6,"[np.str_('O_5re9jg'), np.str_('V_6322un')]","['s2', 's2']",{np.str_('Q_1j5q75'): 's0'},1,1,0.15261046229497244,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,7,[np.str_('T_7u2lc8')],['s1'],{np.str_('Z_vziymm'): 's0'},2,1,0.4722727727339273,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,8,"[np.str_('O_5re9jg'), np.str_('W_p71vtk')]","['s2', 's1']","{np.str_('V_6322un'): 's0', np.str_('Q_hh0bxi'): 's0'}",1,2,0.1555787702260132,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,9,"[np.str_('V_6322un'), np.str_('Q_1j5q75')]","['s1', 's1']",{np.str_('Z_nedvw5'): 's0'},1,1,0.12429514085053452,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,10,"[np.str_('O_5re9jg'), np.str_('Q_pz05gg')]","['s2', 's1']",{np.str_('J_bj28ac'): 's0'},1,1,0.1304492244463314,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,11,"[np.str_('T_7u2lc8'), np.str_('Z_vziymm')]","['s1', 's0']","{np.str_('J_bj28ac'): 's0', np.str_('V_6322un'): 's2'}",1,2,0.2664485465984992,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,0,[np.str_('Q_hh0bxi')],['s1'],{np.str_('W_p71vtk'): 's2'},2,1,0.5060020814874288,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,1,[np.str_('W_p71vtk')],['s0'],"{np.str_('Q_hh0bxi'): 's0', np.str_('Q_1j5q75'): 's1'}",1,2,0.39861580931793444,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,2,[np.str_('Q_1j5q75')],['s1'],"{np.str_('Z_nedvw5'): 's0', np.str_('Q_hh0bxi'): 's1'}",2,2,0.6633854406690733,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,3,[np.str_('Q_1j5q75')],['s1'],{np.str_('Z_nedvw5'): 's0'},2,1,0.6217218390987708,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,4,[np.str_('T_7u2lc8')],['s2'],"{np.str_('V_6322un'): 's1', np.str_('Z_vziymm'): 's0'}",2,2,0.28941529187804493,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,5,[np.str_('Q_1j5q75')],['s1'],"{np.str_('Z_nedvw5'): 's0', np.str_('Q_pz05gg'): 's1'}",2,2,0.5849958211530848,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,6,[np.str_('T_7u2lc8')],['s1'],"{np.str_('Q_pz05gg'): 's1', np.str_('Z_vziymm'): 's1'}",2,2,0.3918390048097953,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,7,"[np.str_('Z_nedvw5'), np.str_('T_7u2lc8')]","['s1', 's2']",{},0,0,0.09430196892956808,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,8,"[np.str_('H_ghiiqx'), np.str_('T_7u2lc8')]","['s0', 's0']",{},0,0,0.03678878994337998,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,9,"[np.str_('T_7u2lc8'), np.str_('Z_vziymm')]","['s2', 's1']",{},0,0,0.14168468000249876,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,10,"[np.str_('V_6322un'), np.str_('Q_1j5q75')]","['s2', 's0']",{},0,0,0.10224186686995737,,
11,7,7,confusing,range:2-3,1.0,0.0,29966,3,35,11,23,11,[np.str_('Z_nedvw5')],['s0'],"{np.str_('Q_1j5q75'): 's0', np.str_('Q_pz05gg'): 's1'}",2,2,0.740941013106954,,
